chunk_id,source_pdf,page_number,report_type,match_name,text
47,Play by Play EGY vs ANG 28 February.pdf,8,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 02:23 4 AMIN E substitution out 02:23 7 METWALY A substitution in 02:23 0 FRANCISCO E substitution out 02:23 77 CISSE B substitution in 02:23 55 ORABY O substitution out 02:23 50 MAREI A substitution in 02:23 1 MIGUEL S free throw 1 - 1 missed 02:23 foul bench technical (9) 02:23 31-40 -9 1 MIGUEL S free throw 1 - 1 made (8) 02:23 77 CISSE B foul personal (1 - 5) 02:23 7 METWALY A foul received (2) 02:23 7 METWALY A free throw 1 - 2 missed 02:23 7 METWALY A free throw 2 - 2 made (4) 32-40 -8 01:59 32-43 -11 1 MIGUEL S 3pt FG , pull up jump shot made (11) 01:38 3 GONCALVES G foul shooting (1 - 6) 01:38 5 ABDELHALIM A foul received (3) 01:38 5 ABDELHALIM A free throw 1 - 2 made (10) 33-43 -10 01:38 5 ABDELHALIM A free throw 2 - 2 made (11) 34-43 -9 01:20 24 FERNANDO B turnover bad pass"
48,Play by Play EGY vs ANG 28 February.pdf,8,Play by Play,EGY vs ANG - 28 Feb 2026,"(11) 01:38 3 GONCALVES G foul shooting (1 - 6) 01:38 5 ABDELHALIM A foul received (3) 01:38 5 ABDELHALIM A free throw 1 - 2 made (10) 33-43 -10 01:38 5 ABDELHALIM A free throw 2 - 2 made (11) 34-43 -9 01:20 24 FERNANDO B turnover bad pass (2) 01:20 7 METWALY A steal (1) 01:09 5 ABDELHALIM A 3pt FG from turnover, jump shot missed 01:05 1 MIGUEL S defensive rebound (2) 00:58 15 GAKOU A 3pt FG , jump shot missed 00:54 77 CISSE B offensive rebound (1) 77 CISSE B 2pt FG second chance in the paint, jump shot 00:54 missed 00:52 1 ZAHRAN I defensive rebound (4) 00:49 15 GAKOU A foul shooting (1 - 7) 00:49 1 ZAHRAN I foul received (1) 00:49 24 FERNANDO B substitution out 00:49 66 MACHI B substitution in 00:49 1 ZAHRAN I free throw fast break 1 - 2 missed 00:49 1 ZAHRAN I free throw fast break 2 - 2 missed 00:49 50 MAREI A offensive rebound (4) 00:49 66 MACHI B foul personal (1 - 8) 00:49 50 MAREI A foul received (2) 00:49 50 MAREI A free throw 1 - 2 made (1) 35-43 -8 00:49 50 MAREI A free throw 2 - 2 made (2) 36-43 -7 00:49 7 METWALY A substitution out 00:49 8 ABDALATIF M substitution in 00:35 66 MACHI B 2pt FG in the paint, layup blocked 00:35 50 MAREI A block (2) 00:32 50 MAREI A defensive rebound (5)"
49,Play by Play EGY vs ANG 28 February.pdf,9,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 00:21 66 MACHI B foul personal (2 - 9) 00:21 50 MAREI A foul received (3) 00:21 15 GARDNER P substitution out 00:21 10 MAHMOUD A substitution in 00:21 77 CISSE B substitution out 00:21 18 MANUEL I substitution in 00:21 50 MAREI A free throw 1 - 2 made (3) 37-43 -6 00:21 50 MAREI A free throw 2 - 2 made (4) 38-43 -5 00:03 38-46 -8 18 MANUEL I 3pt FG , jump shot made (3) 00:03 3 GONCALVES G assist (2) 00:02 Timeout Full 00:02 10 MAHMOUD A substitution out 00:02 15 GARDNER P substitution in 00:02 66 MACHI B substitution out 00:02 0 FRANCISCO E substitution in"
50,Play by Play EGY vs ANG 28 February.pdf,10,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Quarter 3 Quarter Starters: EGY 5 Abdelhalim A 7 Metwaly A 8 Abdalatif M 10 Mahmoud A 50 Marei A ANG 1 Miguel S 5 Dundao C 15 Gakou A 18 Manuel I 34 Kokila K Game Time EGY Score Diff ANG 10:00 1 ZAHRAN I substitution out 10:00 15 GARDNER P substitution out 10:00 7 METWALY A substitution in 10:00 10 MAHMOUD A substitution in 10:00 0 FRANCISCO E substitution out 10:00 3 GONCALVES G substitution out 10:00 5 DUNDAO C substitution in 10:00 34 KOKILA K substitution in 09:36 5 DUNDAO C 3pt FG , pull up jump shot missed 09:33 50 MAREI A defensive rebound (6) 09:17 10 MAHMOUD A 2pt FG in the paint, driving layup missed 09:12 34 KOKILA K defensive rebound (2) 08:59 15 GAKOU A 3pt FG , jump shot missed 08:56 defensive rebound (28) 08:56 18 MANUEL I foul personal (1 - 1) 08:56 5 ABDELHALIM A foul received (4) 08:35 7 METWALY A 3pt FG , jump shot missed 08:32 34 KOKILA K defensive"
51,Play by Play EGY vs ANG 28 February.pdf,10,Play by Play,EGY vs ANG - 28 Feb 2026,"KOKILA K defensive rebound (2) 08:59 15 GAKOU A 3pt FG , jump shot missed 08:56 defensive rebound (28) 08:56 18 MANUEL I foul personal (1 - 1) 08:56 5 ABDELHALIM A foul received (4) 08:35 7 METWALY A 3pt FG , jump shot missed 08:32 34 KOKILA K defensive rebound (3) 15 GAKOU A 2pt FG in the paint, turnaround jump shot 08:12 missed 08:09 15 GAKOU A offensive rebound (1) 15 GAKOU A 2pt FG second chance in the paint, hook shot 08:08 38-48 -10 made (6) 07:51 8 ABDALATIF M 3pt FG , jump shot missed 07:48 34 KOKILA K defensive rebound (4) 07:40 1 MIGUEL S 3pt FG , pull up jump shot missed 07:38 7 METWALY A defensive rebound (1) 07:28 50 MAREI A 2pt FG fast break in the paint, layup made (6) 40-48 -8 07:28 7 METWALY A assist (1) 07:28 15 GAKOU A foul shooting (2 - 2) 07:28 50 MAREI A foul received (4) 07:28 50 MAREI A free throw fast break 1 - 1 missed 07:28 15 GAKOU A defensive rebound (2) 07:12 1 MIGUEL S 2pt FG in the paint, driving layup blocked 07:12 50 MAREI A block (3) 07:12 offensive rebound (26)"
52,Play by Play EGY vs ANG 28 February.pdf,11,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 18 MANUEL I 2pt FG second chance in the paint, driving 07:08 layup blocked 07:08 5 ABDELHALIM A block (2) 07:04 turnover shot clock (9) 07:02 18 MANUEL I substitution out 07:02 47 VALENTE M substitution in 06:39 7 METWALY A 3pt FG from turnover, jump shot made (7) 43-48 -5 06:39 50 MAREI A assist (3) 06:16 43-50 -7 1 MIGUEL S 2pt FG in the paint, driving layup made (13) 06:04 15 GAKOU A foul personal (3 - 3) 06:04 50 MAREI A foul received (5) 06:04 15 GAKOU A substitution out 06:04 66 MACHI B substitution in 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 05:55 missed 05:50 66 MACHI B defensive rebound (2) 47 VALENTE M 2pt FG fast break in the paint, dunk, made 05:48 43-52 -9 (7) 05:48 1 MIGUEL S assist (2) 10 MAHMOUD A 2pt FG fast break in the paint, layup made 05:34 45-52 -7 (6) 05:34 7 METWALY A assist (2) 05:09 45-55 -10"
53,Play by Play EGY vs ANG 28 February.pdf,11,Play by Play,EGY vs ANG - 28 Feb 2026,"defensive rebound (2) 47 VALENTE M 2pt FG fast break in the paint, dunk, made 05:48 43-52 -9 (7) 05:48 1 MIGUEL S assist (2) 10 MAHMOUD A 2pt FG fast break in the paint, layup made 05:34 45-52 -7 (6) 05:34 7 METWALY A assist (2) 05:09 45-55 -10 5 DUNDAO C 3pt FG , pull up jump shot made (11) 04:42 5 ABDELHALIM A turnover ball handling (2) 04:42 47 VALENTE M steal (1) 47 VALENTE M 2pt FG from turnover in the paint, dunk, 04:37 missed 04:34 5 ABDELHALIM A defensive rebound (5) 5 ABDELHALIM A 2pt FG in the paint, driving layup made 04:26 47-55 -8 (13) 04:26 8 ABDALATIF M assist (2) 04:06 5 DUNDAO C 2pt FG in the paint, jump shot missed 04:05 50 MAREI A defensive rebound (7) 04:03 66 MACHI B foul personal (3 - 4) 04:03 50 MAREI A foul received (6) 04:03 66 MACHI B substitution out 04:03 24 FERNANDO B substitution in 04:00 47 VALENTE M foul personal (2 - 5) 04:00 7 METWALY A foul received (3) 04:00 7 METWALY A free throw 1 - 2 missed 04:00 7 METWALY A free throw 2 - 2 made (8) 48-55 -7 03:52 8 ABDALATIF M foul shooting (1 - 1) 03:52 5 DUNDAO C foul received (3) 03:52 48-56 -8 5 DUNDAO C free throw 1 - 2 made (12) 03:52 48-57 -9 5 DUNDAO C free throw 2 - 2 made (13)"
54,Play by Play EGY vs ANG 28 February.pdf,12,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 03:41 47 VALENTE M foul personal (3 - 6) 03:41 7 METWALY A foul received (4) 03:41 47 VALENTE M substitution out 03:41 77 CISSE B substitution in 03:41 7 METWALY A free throw 1 - 2 made (9) 49-57 -8 03:41 7 METWALY A free throw 2 - 2 made (10) 50-57 -7 03:41 8 ABDALATIF M substitution out 03:41 1 ZAHRAN I substitution in 1 MIGUEL S 2pt FG outside the paint, pull up jump shot 03:18 missed 03:08 1 MIGUEL S offensive rebound (3) 34 KOKILA K 2pt FG second chance in the paint, jump shot 03:06 missed 03:02 defensive rebound (32) 02:53 24 FERNANDO B foul personal (1 - 7) 02:53 50 MAREI A foul received (7) 02:53 50 MAREI A free throw 1 - 2 missed 02:53 50 MAREI A free throw 2 - 2 missed 02:53 1 MIGUEL S defensive rebound (4) 02:44 1 MIGUEL S 3pt FG , jump shot missed 02:41 5 ABDELHALIM A defensive rebound (6) 02:28 34"
55,Play by Play EGY vs ANG 28 February.pdf,12,Play by Play,EGY vs ANG - 28 Feb 2026,"A foul received (7) 02:53 50 MAREI A free throw 1 - 2 missed 02:53 50 MAREI A free throw 2 - 2 missed 02:53 1 MIGUEL S defensive rebound (4) 02:44 1 MIGUEL S 3pt FG , jump shot missed 02:41 5 ABDELHALIM A defensive rebound (6) 02:28 34 KOKILA K foul personal (2 - 8) 02:28 50 MAREI A foul received (8) 02:28 7 METWALY A substitution out 02:28 9 MOUSSA A substitution in 02:28 1 MIGUEL S substitution out 02:28 18 MANUEL I substitution in 02:28 50 MAREI A free throw 1 - 2 made (7) 51-57 -6 02:28 50 MAREI A free throw 2 - 2 made (8) 52-57 -5 02:09 77 CISSE B 2pt FG in the paint, layup blocked 02:09 10 MAHMOUD A block (1) 02:05 77 CISSE B offensive rebound (2) 01:58 18 MANUEL I 3pt FG second chance, jump shot missed 01:54 turnover shot clock (10) 01:46 50 MAREI A 2pt FG from turnover in the paint, layup blocked 01:46 24 FERNANDO B block (2) 01:42 50 MAREI A offensive rebound (8) 50 MAREI A 2pt FG from turnover second chance in the 01:41 54-57 -3 paint, turnaround jump shot made (10) 01:15 54-60 -6 34 KOKILA K 3pt FG , step back jump shot made (6) 01:15 77 CISSE B assist (1) 00:49 1 ZAHRAN I 2pt FG in the paint, driving layup made (4) 56-60 -4 00:49 10 MAHMOUD A assist (2)"
56,Play by Play EGY vs ANG 28 February.pdf,13,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 00:25 56-62 -6 24 FERNANDO B 2pt FG in the paint, dunk, made (10) 00:25 34 KOKILA K assist (1) 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 00:03 58-62 -4 made (15)"
57,Play by Play EGY vs ANG 28 February.pdf,14,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Quarter 4 Quarter Starters: EGY 1 Zahran I 5 Abdelhalim A 9 Moussa A 50 Marei A 55 Oraby O ANG 3 Goncalves G 5 Dundao C 18 Manuel I 24 Fernando B 34 Kokila K Game Time EGY Score Diff ANG 10:00 10 MAHMOUD A substitution out 10:00 55 ORABY O substitution in 10:00 77 CISSE B substitution out 10:00 3 GONCALVES G substitution in 09:46 1 ZAHRAN I turnover bad pass (1) 34 KOKILA K 2pt FG from turnover in the paint, hook shot 09:32 missed 09:28 55 ORABY O defensive rebound (5) 9 MOUSSA A 2pt FG outside the paint, step back jump shot 09:19 missed 09:17 5 DUNDAO C defensive rebound (2) 24 FERNANDO B 2pt FG in the paint, floating jump shot 09:07 missed 09:03 5 DUNDAO C offensive rebound (3) 09:03 58-65 -7 5 DUNDAO C 3pt FG second chance, jump shot made (16) 08:39 18 MANUEL I foul shooting (2 - 1) 08:39 5 ABDELHALIM A foul received (5) 08:39 9 MOUSSA A substitution out 08:39"
58,Play by Play EGY vs ANG 28 February.pdf,14,Play by Play,EGY vs ANG - 28 Feb 2026,"paint, floating jump shot 09:07 missed 09:03 5 DUNDAO C offensive rebound (3) 09:03 58-65 -7 5 DUNDAO C 3pt FG second chance, jump shot made (16) 08:39 18 MANUEL I foul shooting (2 - 1) 08:39 5 ABDELHALIM A foul received (5) 08:39 9 MOUSSA A substitution out 08:39 7 METWALY A substitution in 08:39 5 ABDELHALIM A free throw 1 - 2 made (16) 59-65 -6 08:39 5 ABDELHALIM A free throw 2 - 2 made (17) 60-65 -5 08:20 55 ORABY O foul personal (3 - 1) 08:20 24 FERNANDO B foul received (3) 08:02 3 GONCALVES G 3pt FG , jump shot missed 08:00 1 ZAHRAN I defensive rebound (5) 07:41 5 ABDELHALIM A 3pt FG , jump shot missed 07:41 defensive rebound (33) 07:41 5 ABDELHALIM A substitution out 07:41 9 MOUSSA A substitution in 07:23 18 MANUEL I 3pt FG , jump shot missed 07:21 9 MOUSSA A defensive rebound (1) 9 MOUSSA A 2pt FG fast break in the paint, driving layup 07:18 62-65 -3 made (2) 06:56 62-67 -5 24 FERNANDO B 2pt FG in the paint, euro step made (12) 06:56 18 MANUEL I assist (1) 06:30 50 MAREI A 2pt FG in the paint, jump shot missed 06:29 turnover shot clock (12) 06:29 50 MAREI A substitution out"
59,Play by Play EGY vs ANG 28 February.pdf,15,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 06:29 10 MAHMOUD A substitution in 06:11 5 DUNDAO C turnover ball handling (1) 06:11 7 METWALY A steal (2) 06:11 24 FERNANDO B foul personal (2 - 2) 06:11 7 METWALY A foul received (5) 05:54 7 METWALY A 3pt FG from turnover, jump shot made (13) 65-67 -2 05:54 55 ORABY O assist (2) 24 FERNANDO B 2pt FG in the paint, floating jump shot 05:39 65-69 -4 made (14) 05:39 34 KOKILA K assist (2) 05:17 7 METWALY A 3pt FG , jump shot missed 05:15 24 FERNANDO B defensive rebound (8) 04:54 24 FERNANDO B 3pt FG , jump shot missed 04:50 3 GONCALVES G offensive rebound (4) 04:46 65-72 -7 5 DUNDAO C 3pt FG second chance, jump shot made (19) 04:46 3 GONCALVES G assist (3) 04:44 Timeout Full 04:44 9 MOUSSA A substitution out 04:44 55 ORABY O substitution out 04:44 5 ABDELHALIM A substitution in 04:44 50 MAREI A substitution in 04:38 18 MANUEL I foul personal (3 -"
60,Play by Play EGY vs ANG 28 February.pdf,15,Play by Play,EGY vs ANG - 28 Feb 2026,"C 3pt FG second chance, jump shot made (19) 04:46 3 GONCALVES G assist (3) 04:44 Timeout Full 04:44 9 MOUSSA A substitution out 04:44 55 ORABY O substitution out 04:44 5 ABDELHALIM A substitution in 04:44 50 MAREI A substitution in 04:38 18 MANUEL I foul personal (3 - 3) 04:38 5 ABDELHALIM A foul received (6) 04:24 50 MAREI A 2pt FG in the paint, floating jump shot missed 04:22 defensive rebound (36) 04:22 18 MANUEL I substitution out 04:22 1 MIGUEL S substitution in 03:58 5 DUNDAO C 3pt FG , step back jump shot missed 03:55 50 MAREI A defensive rebound (9) 03:39 10 MAHMOUD A 2pt FG in the paint, driving layup made (8) 67-72 -5 03:39 5 ABDELHALIM A assist (1) 03:25 3 GONCALVES G turnover bad pass (3) 03:25 7 METWALY A steal (3) 03:25 34 KOKILA K foul personal (3 - 4) 03:25 1 ZAHRAN I foul received (2) 50 MAREI A 2pt FG from turnover in the paint, dunk, made 03:12 69-72 -3 (12) 03:12 10 MAHMOUD A assist (3) 02:51 50 MAREI A foul personal (2 - 2) 02:51 24 FERNANDO B foul received (4) 02:35 turnover shot clock (13) 02:35 3 GONCALVES G substitution out"
61,Play by Play EGY vs ANG 28 February.pdf,16,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 02:35 15 GAKOU A substitution in Head Coach's Challenge for game or shot clock is 02:35 unsuccessful 10 MAHMOUD A 2pt FG from turnover in the paint, layup 02:14 missed 02:09 10 MAHMOUD A offensive rebound (3) 7 METWALY A 3pt FG from turnover second chance, jump 02:07 shot missed 02:03 50 MAREI A offensive rebound (10) 5 ABDELHALIM A 3pt FG from turnover second chance, 02:01 jump shot missed 01:59 defensive rebound (37) 01:33 69-75 -6 5 DUNDAO C 3pt FG , pull up jump shot made (22) 01:11 1 ZAHRAN I 2pt FG in the paint, driving layup missed 01:08 24 FERNANDO B defensive rebound (9) 00:49 69-78 -9 5 DUNDAO C 3pt FG , pull up jump shot made (25) 00:49 Timeout Full 00:49 1 ZAHRAN I substitution out 00:49 9 MOUSSA A substitution in 00:39 10 MAHMOUD A 2pt FG in the paint, layup missed 00:35 5 DUNDAO C defensive rebound (4) 00:35 50 MAREI A foul personal (3 - 3) 00:35 5"
62,Play by Play EGY vs ANG 28 February.pdf,16,Play by Play,EGY vs ANG - 28 Feb 2026,"pull up jump shot made (25) 00:49 Timeout Full 00:49 1 ZAHRAN I substitution out 00:49 9 MOUSSA A substitution in 00:39 10 MAHMOUD A 2pt FG in the paint, layup missed 00:35 5 DUNDAO C defensive rebound (4) 00:35 50 MAREI A foul personal (3 - 3) 00:35 5 DUNDAO C foul received (4) 00:34 5 DUNDAO C turnover ball handling (2) 00:34 9 MOUSSA A steal (3) 9 MOUSSA A 2pt FG fast break from turnover in the paint, 00:32 71-78 -7 driving layup made (4) 00:32 1 MIGUEL S foul shooting (1 - 5) 00:32 9 MOUSSA A foul received (1) 00:32 9 MOUSSA A free throw fast break 1 - 1 missed 00:32 defensive rebound (40) 00:27 9 MOUSSA A foul unsportsmanlike (3 - 4) 00:27 5 DUNDAO C foul received (5) 00:27 Head Coach's Challenge for foul is unsuccessful 00:27 71-79 -8 5 DUNDAO C free throw fast break 1 - 2 made (26) 00:27 71-80 -9 5 DUNDAO C free throw fast break 2 - 2 made (27) 00:25 7 METWALY A foul personal (3 - 5) 00:25 1 MIGUEL S foul received (1) 00:25 1 MIGUEL S free throw 1 - 2 missed 00:25 71-81 -10 1 MIGUEL S free throw 2 - 2 made (14) 00:25 Timeout Full 00:18 24 FERNANDO B foul shooting (3 - 6) 00:18 5 ABDELHALIM A foul received (7) 00:18 5 ABDELHALIM A free throw 1 - 2 missed"
63,Play by Play EGY vs ANG 28 February.pdf,17,Play by Play,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:14 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Game Time EGY Score Diff ANG 00:18 5 ABDELHALIM A free throw 2 - 2 made (18) 72-81 -9 00:10 7 METWALY A foul personal (4 - 6) 00:10 5 DUNDAO C foul received (6) 00:10 7 METWALY A substitution out 00:10 1 ZAHRAN I substitution in 00:10 72-82 -10 5 DUNDAO C free throw 1 - 2 made (28) 00:10 72-83 -11 5 DUNDAO C free throw 2 - 2 made (29) 9 MOUSSA A 2pt FG outside the paint, fade away jump shot 00:04 missed 00:03 50 MAREI A offensive rebound (11) 00:03 24 FERNANDO B foul personal (4 - 7) 00:03 50 MAREI A foul received (9) 00:03 50 MAREI A free throw 1 - 2 missed 00:03 50 MAREI A free throw 2 - 2 missed 00:03 24 FERNANDO B defensive rebound (10)"
64,Play by Play MLI vs EGY 26 February.pdf,1,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Quarter 1 Quarter Starters: MLI 4 Kanoute S 9 Haidara I 10 Drame F 11 Ballo O 12 Coulibaly M EGY 4 Amin E 7 Metwaly A 8 Abdalatif M 10 Mahmoud A 15 Gardner P Game Time MLI Score Diff EGY 09:59 11 BALLO O jumpball won 09:59 10 MAHMOUD A jumpball lost 09:44 10 DRAME F 2pt FG in the paint, layup made (2) 2-0 2 09:44 11 BALLO O assist (1) 09:33 10 DRAME F foul personal (1 - 1) 09:33 4 AMIN E foul received (1) 09:24 4 AMIN E turnover bad pass (1) 09:24 9 HAIDARA I steal (1) 11 BALLO O 2pt FG fast break from turnover in the paint, 09:16 4-0 4 alley-oop dunk made (2) 09:16 4 KANOUTE S assist (1) 08:50 7 METWALY A 3pt FG , jump shot missed 08:47 4 KANOUTE S defensive rebound (1) 4 KANOUTE S 2pt FG fast break in the paint, driving layup 08:45 6-0 6 made (2) 08:34 7 METWALY A turnover bad pass (1) 08:34 9 HAIDARA I"
