chunk_id,source_pdf,page_number,report_type,match_name,text
11,FIBA Box Score UGA vs EGY 01 March.pdf,1,FIBA Box Score,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African FIBA Box Score Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:33 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Coach: Mandy Juruni (UGA) Uganda (UGA) Assistant Coach(es): Andrew Tendo Senyondwa (UGA) Field Goals 2 Points 3 Points Free Throws Rebounds Fouls No Name Min AS TO ST BS +/- EF PTS M/A % M/A % M/A % M/A % OR DR TOT PF FD 0 Naseef Lubowa 05:44 0/3 0.0 0/3 0.0 0/0 0.0 0/0 0.0 2 0 2 0 0 0 0 1 0 -15 -1 0 *2 Joel Rugette 30:49 1/11 9.1 1/9 11.1 0/2 0.0 3/4 75.0 2 0 2 3 2 3 0 1 4 -16 0 5 5 Peter Obleng 07:42 0/1 0.0 0/1 0.0 0/0 0.0 0/0 0.0 1 1 2 1 0 0 0 0 0 -12 2 0 *6 Robinson Opong (C) 24:01 4/5 80.0 1/1 100.0 3/4 75.0 0/0 0.0 0 0 0 1 2 0 0 2 1 -22 9 11 8 Fayed Baale 14:08 1/5 20.0 1/3 33.3 0/2 0.0 0/0 0.0 1 2 3 1 0 0 0 0 0 -27 2 2 *9 Deng Geu 31:33 4/20 20.0 2/10"
12,FIBA Box Score UGA vs EGY 01 March.pdf,1,FIBA Box Score,UGA vs EGY - 01 Mar 2026,80.0 1/1 100.0 3/4 75.0 0/0 0.0 0 0 0 1 2 0 0 2 1 -22 9 11 8 Fayed Baale 14:08 1/5 20.0 1/3 33.3 0/2 0.0 0/0 0.0 1 2 3 1 0 0 0 0 0 -27 2 2 *9 Deng Geu 31:33 4/20 20.0 2/10 20.0 2/10 20.0 4/5 80.0 1 1 2 0 1 1 0 3 2 -28 -1 14 11 Titus Odeke 09:05 1/3 33.3 0/0 0.0 1/3 33.3 0/0 0.0 0 1 1 0 0 0 0 3 0 -14 2 3 14 Edgar Munaba 01:06 0/1 0.0 0/1 0.0 0/0 0.0 0/0 0.0 0 0 0 0 0 1 0 0 0 0 0 0 *21 Jonathan Komagum 26:39 0/5 0.0 0/4 0.0 0/1 0.0 2/4 50.0 0 6 6 0 1 0 1 3 2 -17 1 2 *22 Nike Sibande 34:22 5/11 45.5 5/9 55.6 0/2 0.0 1/2 50.0 3 6 9 3 3 2 0 3 5 -26 15 11 23 Joel Kayira 14:51 2/7 28.6 2/6 33.3 0/1 0.0 0/0 0.0 2 4 6 0 0 0 0 2 0 -18 5 4 Team/Coach 1 2 3 1 0 Totals 200:00 18/72 25.0 12/47 25.5 6/25 24.0 10/15 66.7 13 23 36 9 10 7 1 18 14 -39 36 52 Coach: Agustin Julbe (ESP) Egypt (EGY) Assistant Coach(es): Alfred Julbe Bosch (ESP) Field Goals 2 Points 3 Points Free Throws Rebounds Fouls No Name Min AS TO ST BS +/- EF PTS M/A % M/A % M/A % M/A % OR DR TOT PF FD
13,FIBA Box Score UGA vs EGY 01 March.pdf,1,FIBA Box Score,UGA vs EGY - 01 Mar 2026,18 14 -39 36 52 Coach: Agustin Julbe (ESP) Egypt (EGY) Assistant Coach(es): Alfred Julbe Bosch (ESP) Field Goals 2 Points 3 Points Free Throws Rebounds Fouls No Name Min AS TO ST BS +/- EF PTS M/A % M/A % M/A % M/A % OR DR TOT PF FD 1 Ibrahim Zahran 20:43 0/1 0.0 0/0 0.0 0/1 0.0 0/0 0.0 0 1 1 4 0 0 2 2 0 23 6 0 *4 Ehab Amin 22:33 6/10 60.0 3/4 75.0 3/6 50.0 0/0 0.0 0 8 8 2 3 3 0 1 1 18 21 15 *5 Amr Abdelhalim (C) 19:24 5/11 45.5 4/8 50.0 1/3 33.3 1/2 50.0 0 3 3 2 2 0 0 1 1 17 8 12 *7 Ahmed Metwaly 24:06 5/9 55.6 1/2 50.0 4/7 57.1 2/2 100.0 0 2 2 7 2 0 0 2 2 10 19 16 8 Mohab Abdalatif 08:26 2/3 66.7 2/2 100.0 0/1 0.0 0/0 0.0 1 0 1 0 1 1 0 0 0 7 4 4 9 Adam Moussa 14:48 2/5 40.0 2/5 40.0 0/0 0.0 2/2 100.0 0 5 5 5 0 1 0 0 1 29 14 6 10 Anas Mahmoud 19:01 4/9 44.4 4/9 44.4 0/0 0.0 1/4 25.0 6 5 11 0 0 0 3 1 3 20 15 9 *15 Patrick Gardner 19:43 2/7 28.6 1/4 25.0 1/3 33.3 3/4 75.0 1 6 7 1 0 0 0 0 2 19 10 8 28 Khaled Abdelgawad 10:44 3/7 42.9 3/6 50.0 0/1 0.0 1/2 50.0 5 4 9 0 1
14,FIBA Box Score UGA vs EGY 01 March.pdf,1,FIBA Box Score,UGA vs EGY - 01 Mar 2026,0 0 0 3 1 3 20 15 9 *15 Patrick Gardner 19:43 2/7 28.6 1/4 25.0 1/3 33.3 3/4 75.0 1 6 7 1 0 0 0 0 2 19 10 8 28 Khaled Abdelgawad 10:44 3/7 42.9 3/6 50.0 0/1 0.0 1/2 50.0 5 4 9 0 1 0 0 1 2 5 10 7 35 Ahmed Rehan 10:00 0/2 0.0 0/1 0.0 0/1 0.0 1/2 50.0 0 0 0 3 1 0 0 3 2 13 0 1 *50 Assem Marei 14:01 2/3 66.7 2/3 66.7 0/0 0.0 1/2 50.0 1 2 3 4 2 1 0 4 2 1 9 5 55 Omar Oraby 16:31 3/6 50.0 3/5 60.0 0/1 0.0 2/2 100.0 5 4 9 0 1 0 2 0 2 33 15 8 Team/Coach 1 2 3 0 0 Totals 200:00 34/73 46.6 25/49 51.0 9/24 37.5 14/22 63.6 20 42 62 28 13 6 7 15 18 39 134 91 UGA EGY UGA EGY Points from Turnovers 13 12 Biggest Lead 2 (2-0) 39 (49-88) Points in the Paint 20 (10/44) 22.7 48 (24/48) 50.0 Biggest Scoring Run 5 (33-50) 18 (14-35) Second Chance Points 4 16 Points per Possession 0.69 1.20 Fast Break Points 11 25 Lead Changes 2 Fast Break Points from Turnovers 4 7 Times Tied 1 Bench Points 9 35 Time with Lead 01:57 37:19 Legend No Playing Number Min Minutes Played M/A Made Attempts % Shooting Percentage OR Offensive Rebounds DR Defensive Rebounds TOT Total Rebounds AS Assists TO Turnovers ST Steals BS Blocked Shots BA Blocks Against
15,FIBA Box Score UGA vs EGY 01 March.pdf,1,FIBA Box Score,UGA vs EGY - 01 Mar 2026,from Turnovers 4 7 Times Tied 1 Bench Points 9 35 Time with Lead 01:57 37:19 Legend No Playing Number Min Minutes Played M/A Made Attempts % Shooting Percentage OR Offensive Rebounds DR Defensive Rebounds TOT Total Rebounds AS Assists TO Turnovers ST Steals BS Blocked Shots BA Blocks Against PF Personal Fouls FD Fouls Drawn +/- Plus / Minus EF Efficiency PTS Points * Game Starters (c) Captain DNP Did Not Play
16,Line Up Analysis EGY vs ANG 28 February.pdf,1,Line Up Analysis,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Line Up Analysis Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:15 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Angola Lineup Time Score Score Diff Pts/Min Reb Stl Tov Ass 3- Goncalves G/ 5- Dundao C/ 18- Manuel I/ 24- Fernando B/ 34- Kokila K/ 05:38 10-7 3 1.7751 6 0 1 3 3- Goncalves G/ 18- Manuel I/ 24- Fernando B/ 34- Kokila K/ 47- Valente M/ 04:16 6-6 0 1.4046 6 0 2 2 1- Miguel S/ 5- Dundao C/ 15- Gakou A/ 18- Manuel I/ 34- Kokila K/ 02:58 2-2 0 0.6742 6 0 1 0 1- Miguel S/ 5- Dundao C/ 15- Gakou A/ 24- Fernando B/ 34- Kokila K/ 02:35 11-3 8 4.2581 5 0 1 0 5- Dundao C/ 18- Manuel I/ 24- Fernando B/ 34- Kokila K/ 77- Cisse B/ 02:28 5-8 -3 2.0270 1 0 1 2 1- Miguel S/ 5- Dundao C/ 24- Fernando B/ 34- Kokila K/ 47- Valente M/ 02:07 5-5 0 2.3622 1 0 1 1 1- Miguel S/ 5- Dundao C/ 14- Castro C/ 15- Gakou A/ 77- Cisse B/ 02:04 5-0 5 2.4194 1 2 1 1 1-"
17,Line Up Analysis EGY vs ANG 28 February.pdf,1,Line Up Analysis,EGY vs ANG - 28 Feb 2026,0 1 2 1- Miguel S/ 5- Dundao C/ 24- Fernando B/ 34- Kokila K/ 47- Valente M/ 02:07 5-5 0 2.3622 1 0 1 1 1- Miguel S/ 5- Dundao C/ 14- Castro C/ 15- Gakou A/ 77- Cisse B/ 02:04 5-0 5 2.4194 1 2 1 1 1- Miguel S/ 5- Dundao C/ 34- Kokila K/ 47- Valente M/ 66- Machi B/ 02:01 5-4 1 2.4793 1 1 0 1 1- Miguel S/ 3- Goncalves G/ 5- Dundao C/ 24- Fernando B/ 34- Kokila K/ 01:47 0-4 -4 0.0000 0 0 2 0 1- Miguel S/ 5- Dundao C/ 15- Gakou A/ 66- Machi B/ 77- Cisse B/ 01:37 7-3 4 4.3299 2 2 1 2 1- Miguel S/ 3- Goncalves G/ 15- Gakou A/ 24- Fernando B/ 77- Cisse B/ 01:34 4-3 1 2.5532 2 0 1 0 0- Francisco E/ 1- Miguel S/ 5- Dundao C/ 15- Gakou A/ 24- Fernando B/ 01:30 8-5 3 5.3333 1 0 0 2 0- Francisco E/ 1- Miguel S/ 5- Dundao C/ 24- Fernando B/ 34- Kokila K/ 01:24 0-0 0 0.0000 2 0 0 0 1- Miguel S/ 5- Dundao C/ 24- Fernando B/ 47- Valente M/ 66- Machi B/ 01:21 1-3 -2 0.7407 2 0 0 0 0- Francisco E/ 1- Miguel S/ 3- Goncalves G/ 24- Fernando B/ 34- Kokila K/ 01:13 3-4 -1 2.4658 1 0 0 0 1- Miguel S/ 5- Dundao C/ 24- Fernando B/ 34- Kokila K/ 77- Cisse B/ 01:13 0-2 -2 0.0000 2 0 0 0 1- Miguel S/ 5-
18,Line Up Analysis EGY vs ANG 28 February.pdf,1,Line Up Analysis,EGY vs ANG - 28 Feb 2026,0- Francisco E/ 1- Miguel S/ 3- Goncalves G/ 24- Fernando B/ 34- Kokila K/ 01:13 3-4 -1 2.4658 1 0 0 0 1- Miguel S/ 5- Dundao C/ 24- Fernando B/ 34- Kokila K/ 77- Cisse B/ 01:13 0-2 -2 0.0000 2 0 0 0 1- Miguel S/ 5- Dundao C/ 15- Gakou A/ 47- Valente M/ 66- Machi B/ 01:09 4-4 0 3.4783 1 2 2 2 1- Miguel S/ 5- Dundao C/ 15- Gakou A/ 34- Kokila K/ 47- Valente M/ 00:58 2-3 -1 2.0690 0 0 0 0 0- Francisco E/ 1- Miguel S/ 3- Goncalves G/ 15- Gakou A/ 24- Fernando B/ 00:53 2-2 0 2.2642 0 1 0 0 1- Miguel S/ 3- Goncalves G/ 15- Gakou A/ 66- Machi B/ 77- Cisse B/ 00:27 0-2 -2 0.0000 0 0 0 0 0- Francisco E/ 3- Goncalves G/ 18- Manuel I/ 47- Valente M/ 66- Machi B/ 00:24 0-0 0 0.0000 1 0 0 0 1- Miguel S/ 3- Goncalves G/ 15- Gakou A/ 18- Manuel I/ 66- Machi B/ 00:18 3-2 1 9.6774 0 0 0 1 0- Francisco E/ 1- Miguel S/ 3- Goncalves G/ 15- Gakou A/ 18- Manuel I/ 00:02 0-0 0 0.0000 0 0 0 0
19,Line Up Analysis EGY vs ANG 28 February.pdf,2,Line Up Analysis,EGY vs ANG - 28 Feb 2026,"FIBA Basketball World Cup 2027 African Line Up Analysis Qualifiers Borg Elarab Arena, Sat 28 Feb 2026 Start time: 23:00 Game No.: 29779-D-4 Attendance: 500 Egypt 72 - 83 Angola Game Duration: 02:11 (16-25, 22-21, 20-16, 14-21) Report Generated: Thu 05 Mar 2026 18:15 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Arnold Hloniphizwe Moseya (RSA) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals EGY 7 16 24 38 45 58 65 72 ANG 17 25 29 46 55 62 69 83 Egypt Lineup Time Score Score Diff Pts/Min Reb Stl Tov Ass 5- Abdelhalim A/ 7- Metwaly A/ 8- Abdalatif M/ 10- Mahmoud A/ 50- Marei A/ 06:19 12-11 1 1.8997 5 0 1 4 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 15- Gardner P/ 55- Oraby O/ 05:34 9-9 0 1.6168 10 0 0 3 1- Zahran I/ 5- Abdelhalim A/ 7- Metwaly A/ 10- Mahmoud A/ 50- Marei A/ 05:07 4-6 -2 0.7797 5 1 0 2 4- Amin E/ 7- Metwaly A/ 8- Abdalatif M/ 10- Mahmoud A/ 50- Marei A/ 04:50 7-16 -9 1.4483 4 3 6 2 4- Amin E/ 5- Abdelhalim A/ 9- Moussa A/ 10- Mahmoud A/ 50- Marei A/ 03:52 7-6 1 1.8103 3 1 1 2 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 10- Mahmoud A/ 50- Marei A/ 02:38 8-7 1 3.0208 2 0 0 1 4- Amin E/ 5- Abdelhalim A/ 9- Moussa A/ 50- Marei A/ 55- Oraby O/ 02:14 4-4 0 1.7910 5 1 1 1 1-"
20,Line Up Analysis EGY vs ANG 28 February.pdf,2,Line Up Analysis,EGY vs ANG - 28 Feb 2026,1 1 2 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 10- Mahmoud A/ 50- Marei A/ 02:38 8-7 1 3.0208 2 0 0 1 4- Amin E/ 5- Abdelhalim A/ 9- Moussa A/ 50- Marei A/ 55- Oraby O/ 02:14 4-4 0 1.7910 5 1 1 1 1- Zahran I/ 7- Metwaly A/ 9- Moussa A/ 10- Mahmoud A/ 55- Oraby O/ 01:45 3-5 -2 1.7143 0 1 0 1 1- Zahran I/ 5- Abdelhalim A/ 7- Metwaly A/ 15- Gardner P/ 50- Marei A/ 01:34 5-4 1 3.1915 2 1 0 0 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 50- Marei A/ 55- Oraby O/ 01:21 0-3 -3 0.0000 1 0 1 0 1- Zahran I/ 7- Metwaly A/ 9- Moussa A/ 50- Marei A/ 55- Oraby O/ 01:12 2-2 0 1.6667 1 0 1 0 1- Zahran I/ 4- Amin E/ 5- Abdelhalim A/ 15- Gardner P/ 55- Oraby O/ 01:07 4-4 0 3.5821 1 0 1 1 1- Zahran I/ 5- Abdelhalim A/ 7- Metwaly A/ 50- Marei A/ 55- Oraby O/ 00:58 2-0 2 2.0690 1 0 0 0 5- Abdelhalim A/ 7- Metwaly A/ 9- Moussa A/ 10- Mahmoud A/ 50- Marei A/ 00:38 3-3 0 4.6997 0 1 0 0 1- Zahran I/ 5- Abdelhalim A/ 8- Abdalatif M/ 15- Gardner P/ 50- Marei A/ 00:30 0-0 0 0.0000 1 0 0 0 1- Zahran I/ 5- Abdelhalim A/ 8- Abdalatif M/ 10- Mahmoud A/ 50- Marei A/ 00:18 2-3 -1 6.4516 0 0 0 0 1- Zahran I/ 5-
21,Line Up Analysis EGY vs ANG 28 February.pdf,2,Line Up Analysis,EGY vs ANG - 28 Feb 2026,1- Zahran I/ 5- Abdelhalim A/ 8- Abdalatif M/ 15- Gardner P/ 50- Marei A/ 00:30 0-0 0 0.0000 1 0 0 0 1- Zahran I/ 5- Abdelhalim A/ 8- Abdalatif M/ 10- Mahmoud A/ 50- Marei A/ 00:18 2-3 -1 6.4516 0 0 0 0 1- Zahran I/ 5- Abdelhalim A/ 7- Metwaly A/ 15- Gardner P/ 55- Oraby O/ 00:00 0-0 0 NaN 0 0 0 0
22,Line Up Analysis MLI vs EGY 26 February.pdf,1,Line Up Analysis,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Line Up Analysis Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:25 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Egypt Lineup Time Score Score Diff Pts/Min Reb Stl Tov Ass 4- Amin E/ 7- Metwaly A/ 8- Abdalatif M/ 10- Mahmoud A/ 15- Gardner P/ 06:07 12-16 -4 1.9619 7 2 3 2 4- Amin E/ 7- Metwaly A/ 8- Abdalatif M/ 10- Mahmoud A/ 28- Abdelgawad K/ 05:25 8-12 -4 1.4769 5 1 2 2 5- Abdelhalim A/ 7- Metwaly A/ 9- Moussa A/ 15- Gardner P/ 55- Oraby O/ 04:48 9-4 5 1.8750 6 0 0 3 1- Zahran I/ 5- Abdelhalim A/ 9- Moussa A/ 28- Abdelgawad K/ 55- Oraby O/ 03:26 7-2 5 2.0388 3 1 0 1 1- Zahran I/ 4- Amin E/ 5- Abdelhalim A/ 7- Metwaly A/ 10- Mahmoud A/ 02:49 12-6 6 4.2553 2 1 0 4 4- Amin E/ 5- Abdelhalim A/ 7- Metwaly A/ 10- Mahmoud A/ 15- Gardner P/ 02:16 5-4 1 2.1930 1 0 0 1 1- Zahran I/ 4- Amin E/ 9- Moussa A/ 10- Mahmoud A/ 28- Abdelgawad K/ 02:04 2-6 -4 0.9677 2 2 0 1 5- Abdelhalim A/"
23,Line Up Analysis MLI vs EGY 26 February.pdf,1,Line Up Analysis,MLI vs EGY - 26 Feb 2026,4 4- Amin E/ 5- Abdelhalim A/ 7- Metwaly A/ 10- Mahmoud A/ 15- Gardner P/ 02:16 5-4 1 2.1930 1 0 0 1 1- Zahran I/ 4- Amin E/ 9- Moussa A/ 10- Mahmoud A/ 28- Abdelgawad K/ 02:04 2-6 -4 0.9677 2 2 0 1 5- Abdelhalim A/ 8- Abdalatif M/ 9- Moussa A/ 28- Abdelgawad K/ 55- Oraby O/ 01:57 3-8 -5 1.5385 1 1 0 0 1- Zahran I/ 4- Amin E/ 7- Metwaly A/ 10- Mahmoud A/ 15- Gardner P/ 01:48 0-6 -6 0.0000 0 0 1 0 4- Amin E/ 5- Abdelhalim A/ 8- Abdalatif M/ 15- Gardner P/ 55- Oraby O/ 01:40 2-4 -2 1.2000 3 1 1 0 4- Amin E/ 5- Abdelhalim A/ 9- Moussa A/ 15- Gardner P/ 55- Oraby O/ 01:23 4-0 4 2.8916 2 0 0 0 5- Abdelhalim A/ 7- Metwaly A/ 8- Abdalatif M/ 15- Gardner P/ 55- Oraby O/ 01:11 5-2 3 4.2254 1 0 0 0 4- Amin E/ 7- Metwaly A/ 9- Moussa A/ 15- Gardner P/ 55- Oraby O/ 01:04 2-2 0 1.8750 1 0 0 0 4- Amin E/ 5- Abdelhalim A/ 8- Abdalatif M/ 10- Mahmoud A/ 55- Oraby O/ 00:47 2-2 0 2.5532 0 0 0 0 5- Abdelhalim A/ 7- Metwaly A/ 8- Abdalatif M/ 28- Abdelgawad K/ 55- Oraby O/ 00:45 2-0 2 2.6667 2 0 0 0 4- Amin E/ 5- Abdelhalim A/ 8- Abdalatif M/ 10- Mahmoud A/ 28- Abdelgawad K/ 00:45 0-5 -5 0.0000 0 0 1 0 1- Zahran I/ 4- Amin E/
24,Line Up Analysis MLI vs EGY 26 February.pdf,1,Line Up Analysis,MLI vs EGY - 26 Feb 2026,A/ 7- Metwaly A/ 8- Abdalatif M/ 28- Abdelgawad K/ 55- Oraby O/ 00:45 2-0 2 2.6667 2 0 0 0 4- Amin E/ 5- Abdelhalim A/ 8- Abdalatif M/ 10- Mahmoud A/ 28- Abdelgawad K/ 00:45 0-5 -5 0.0000 0 0 1 0 1- Zahran I/ 4- Amin E/ 9- Moussa A/ 28- Abdelgawad K/ 55- Oraby O/ 00:40 0-2 -2 0.0000 0 0 1 0 4- Amin E/ 5- Abdelhalim A/ 7- Metwaly A/ 10- Mahmoud A/ 55- Oraby O/ 00:39 0-1 -1 0.0000 2 0 0 0 4- Amin E/ 7- Metwaly A/ 9- Moussa A/ 10- Mahmoud A/ 55- Oraby O/ 00:25 2-4 -2 4.8000 1 0 0 0
25,Line Up Analysis MLI vs EGY 26 February.pdf,2,Line Up Analysis,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Line Up Analysis Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:25 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Mali Lineup Time Score Score Diff Pts/Min Reb Stl Tov Ass 4- Kanoute S/ 9- Haidara I/ 10- Drame F/ 11- Ballo O/ 12- Coulibaly M/ 13:54 30-23 7 2.1583 23 4 3 6 4- Kanoute S/ 9- Haidara I/ 11- Ballo O/ 12- Coulibaly M/ 35- Diarra M/ 08:46 22-14 8 2.5095 13 1 4 4 4- Kanoute S/ 9- Haidara I/ 11- Ballo O/ 12- Coulibaly M/ 16- Keita M/ 03:50 10-3 7 2.6087 5 1 0 3 8- Togo A/ 11- Ballo O/ 14- Drame H/ 24- Sissoko M/ 35- Diarra M/ 03:13 8-6 2 2.4870 6 0 2 3 4- Kanoute S/ 11- Ballo O/ 12- Coulibaly M/ 24- Sissoko M/ 35- Diarra M/ 02:36 11-4 7 4.2308 2 1 1 3 9- Haidara I/ 12- Coulibaly M/ 20- Konate T/ 24- Sissoko M/ 35- Diarra M/ 01:59 0-4 -4 0.0000 2 0 0 0 8- Togo A/ 9- Haidara I/ 11- Ballo O/ 12- Coulibaly M/ 35- Diarra M/ 01:54 2-4 -2 1.0526 2 0 2 1 8- Togo A/"
26,Line Up Analysis MLI vs EGY 26 February.pdf,2,Line Up Analysis,MLI vs EGY - 26 Feb 2026,3 9- Haidara I/ 12- Coulibaly M/ 20- Konate T/ 24- Sissoko M/ 35- Diarra M/ 01:59 0-4 -4 0.0000 2 0 0 0 8- Togo A/ 9- Haidara I/ 11- Ballo O/ 12- Coulibaly M/ 35- Diarra M/ 01:54 2-4 -2 1.0526 2 0 2 1 8- Togo A/ 9- Haidara I/ 14- Drame H/ 24- Sissoko M/ 35- Diarra M/ 01:41 0-5 -5 0.0000 2 0 1 0 1- Sissouma S/ 4- Kanoute S/ 9- Haidara I/ 11- Ballo O/ 14- Drame H/ 01:08 1-8 -7 0.8824 0 0 0 0 4- Kanoute S/ 9- Haidara I/ 11- Ballo O/ 12- Coulibaly M/ 14- Drame H/ 00:30 2-2 0 4.0000 0 0 0 1 4- Kanoute S/ 9- Haidara I/ 14- Drame H/ 24- Sissoko M/ 35- Diarra M/ 00:15 0-2 -2 0.0000 0 0 0 0 4- Kanoute S/ 9- Haidara I/ 11- Ballo O/ 14- Drame H/ 35- Diarra M/ 00:14 0-2 -2 0.0000 0 0 0 0 9- Haidara I/ 11- Ballo O/ 14- Drame H/ 24- Sissoko M/ 35- Diarra M/ 00:00 0-0 0 NaN 0 0 0 0 4- Kanoute S/ 10- Drame F/ 12- Coulibaly M/ 24- Sissoko M/ 35- Diarra M/ 00:00 0-0 0 NaN 0 0 0 0
27,Line Up Analysis UGA vs EGY 01 March.pdf,1,Line Up Analysis,UGA vs EGY - 01 Mar 2026,"FIBA Basketball World Cup 2027 African Line Up Analysis Qualifiers Borg Elarab Arena, Sun 01 Mar 2026 Start time: 23:00 Game No.: 29779-D-6 Attendance: 400 Uganda 52 - 91 Egypt Game Duration: 01:28 (14-27, 9-16, 16-22, 13-26) Report Generated: Thu 05 Mar 2026 20:37 Crew Chief: Mbaye Seye (SEN) Umpire(s): Guy Bertin Sani Kollo (CMR) , Kouakou Toussaint Niamien (CIV) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals UGA 7 14 15 23 32 39 44 52 EGY 10 27 37 43 50 65 74 91 Egypt Lineup Time Score Score Diff Pts/Min Reb Stl Tov Ass 4- Amin E/ 5- Abdelhalim A/ 7- Metwaly A/ 15- Gardner P/ 50- Marei A/ 07:44 17-14 3 2.1983 7 2 2 5 1- Zahran I/ 4- Amin E/ 9- Moussa A/ 10- Mahmoud A/ 55- Oraby O/ 07:13 16-1 15 2.2156 15 1 1 3 1- Zahran I/ 4- Amin E/ 7- Metwaly A/ 15- Gardner P/ 50- Marei A/ 05:01 7-9 -2 1.3953 3 1 3 3 5- Abdelhalim A/ 9- Moussa A/ 10- Mahmoud A/ 35- Rehan A/ 55- Oraby O/ 04:13 9-3 6 2.1344 9 0 0 3 7- Metwaly A/ 8- Abdalatif M/ 10- Mahmoud A/ 28- Abdelgawad K/ 35- Rehan A/ 02:56 6-5 1 2.0455 4 1 2 2 1- Zahran I/ 4- Amin E/ 7- Metwaly A/ 15- Gardner P/ 55- Oraby O/ 01:51 7-5 2 3.7838 2 1 1 1 7- Metwaly A/ 8- Abdalatif M/ 15- Gardner P/ 28- Abdelgawad K/ 35- Rehan A/ 01:45 8-2 6 4.5714 4 0 1 2 1-"
